7 	 44
7 	 45
7 	 46
8 	 43
8 	 44
8 	 45
8 	 46
8 	 47
9 	 37
9 	 38
9 	 39
9 	 42
9 	 43
9 	 46
9 	 47
9 	 52
9 	 53
9 	 55
9 	 56
10 	 35
10 	 36
10 	 37
10 	 38
10 	 39
10 	 40
10 	 41
10 	 42
10 	 43
10 	 47
10 	 52
10 	 53
10 	 54
10 	 55
10 	 56
10 	 57
11 	 32
11 	 33
11 	 34
11 	 35
11 	 36
11 	 37
11 	 38
11 	 39
11 	 40
11 	 41
11 	 42
11 	 47
11 	 48
11 	 49
11 	 50
11 	 57
11 	 58
11 	 59
11 	 60
12 	 30
12 	 31
12 	 32
12 	 33
12 	 34
12 	 35
12 	 36
12 	 37
12 	 50
13 	 30
13 	 31
13 	 32
14 	 28
14 	 29
14 	 30
14 	 31
15 	 12
15 	 26
15 	 27
15 	 28
15 	 29
15 	 30
16 	 6
16 	 7
16 	 8
16 	 9
16 	 10
16 	 11
16 	 12
16 	 13
16 	 14
16 	 15
16 	 16
16 	 23
16 	 24
16 	 25
16 	 26
16 	 27
17 	 3
17 	 4
17 	 5
17 	 6
17 	 7
17 	 8
17 	 9
17 	 10
17 	 13
17 	 14
17 	 15
17 	 16
17 	 17
17 	 18
17 	 19
17 	 21
17 	 22
17 	 23
17 	 24
18 	 17
18 	 18
18 	 19
18 	 20
18 	 21
38 	 4
38 	 5
38 	 6
38 	 7
38 	 20
39 	 1
39 	 2
39 	 16
39 	 17
39 	 18
39 	 19
39 	 20
39 	 21
39 	 22
39 	 23
39 	 24
39 	 25
39 	 26
40 	 1
40 	 2
40 	 3
40 	 4
40 	 5
40 	 6
40 	 7
40 	 8
40 	 9
40 	 10
40 	 11
40 	 12
40 	 13
40 	 14
40 	 15
40 	 16
40 	 17
40 	 18
40 	 19
40 	 20
40 	 21
40 	 22
40 	 24
40 	 25
40 	 26
40 	 27
40 	 28
40 	 29
40 	 30
41 	 4
41 	 5
41 	 6
41 	 7
41 	 8
41 	 9
41 	 10
41 	 11
41 	 12
41 	 13
41 	 14
41 	 15
41 	 16
41 	 17
41 	 28
41 	 29
41 	 30
41 	 31
41 	 32
41 	 33
42 	 30
42 	 31
42 	 32
42 	 33
42 	 34
43 	 33
43 	 34
43 	 35
43 	 36
43 	 60
43 	 61
43 	 62
44 	 33
44 	 34
44 	 35
44 	 36
44 	 37
44 	 38
44 	 39
44 	 40
44 	 41
44 	 44
44 	 45
44 	 46
44 	 47
44 	 58
44 	 59
44 	 60
44 	 61
44 	 62
45 	 34
45 	 35
45 	 36
45 	 37
45 	 38
45 	 39
45 	 40
45 	 41
45 	 42
45 	 43
45 	 44
45 	 45
45 	 46
45 	 47
45 	 49
45 	 50
45 	 58
45 	 59
45 	 64
46 	 40
46 	 41
46 	 42
46 	 43
46 	 44
46 	 45
46 	 46
46 	 47
46 	 49
46 	 50
46 	 51
46 	 52
46 	 53
46 	 54
46 	 55
46 	 56
46 	 57
46 	 58
46 	 59
46 	 64
46 	 65
47 	 42
47 	 43
47 	 44
47 	 46
47 	 47
47 	 48
47 	 49
47 	 50
47 	 51
47 	 52
47 	 53
47 	 54
47 	 55
47 	 56
47 	 57
47 	 58
47 	 64
47 	 65
47 	 66
47 	 67
47 	 68
48 	 46
48 	 47
48 	 48
48 	 49
48 	 50
48 	 51
48 	 52
48 	 56
48 	 65
48 	 66
48 	 67
49 	 47
49 	 48
49 	 49
